Age,Age_Title,Age_was_missing,FamilySize,Fare,FarePerPerson,IsAlone,LogAge,LogFare,Parch,PassengerId,Pclass,Pclass_Fare,SibSp,Survived
0.0,-8.84445687284117,0,2,-1.6956003170804206,-1.0558394608468988,0,1.3322676295501878e-15,-3.296223145813292,0,1,3,-1.3057885886132368,1,0
0.0,-4.374569706816504,0,2,-1.2910302985428366,-0.5888358727243692,0,1.3322676295501878e-15,-1.0698741805364722,0,2,1,-1.1835400806439946,1,1
0.0,-13.314344038865832,0,1,-1.6913355866587043,-0.9931184881990148,1,1.3322676295501878e-15,-3.215551995334025,0,3,3,-1.3007908753852122,0,1
0.0,-4.374569706816504,0,2,-1.4059145543608946,-0.7214491589974239,0,1.3322676295501878e-15,-1.3671053234688155,0,4,1,-1.2284165838238177,1,1
0.0,-8.84445687284117,0,1,-1.690545821765794,-0.9912952041104136,1,1.3322676295501878e-15,-3.201284899257988,0,5,3,-1.299865372935578,0,0
0.0,-8.84445687284117,1,1,-1.6879661337195917,-0.9853396289634064,1,1.3322676295501878e-15,-3.156019038133508,0,6,3,-1.2968423117340928,0,0
0.0,-8.84445687284117,0,1,-1.4137332268007072,-0.3522341310556646,1,1.3322676295501878e-15,-1.39084203281213,0,7,3,-0.9754767643387904,0,0
0.0,-17.784231204890496,0,5,-1.6082523199245329,-1.0472335599487008,0,1.3322676295501878e-15,-2.286609533750959,1,8,1,-1.3074544930225782,3,0
0.0,-4.374569706816504,0,1,-1.6710651650113095,-0.9463213494673388,1,1.3322676295501878e-15,-2.9005352570210645,0,9,1,-1.3319906735653206,0,1
0.0,-4.374569706816504,0,2,-1.5514157837353877,-0.8894042547302904,0,1.3322676295501878e-15,-1.9359719965985944,0,10,2,-1.2110378690255663,1,1
0.0,0.0953174592081593,1,3,-1.7018446299674506,-1.078269833875058,0,1.3322676295501878e-15,-3.4271154599191123,2,11,1,-1.344013859398243,0,0
0.0,0.0953174592081593,0,6,-0.0411514171791855,-0.4545013597512917,0,1.3322676295501878e-15,0.2823479417936791,2,12,2,-0.0311480196197722,3,0
0.0,0.0953174592081593,0,3,-0.8724721887805381,-0.440028593089279,0,1.3322676295501878e-15,-0.4026014922911513,1,13,2,-0.6806150677295424,1,0
0.0,0.0953174592081593,0,7,-0.621847437779552,-0.7394774071363958,0,1.3322676295501878e-15,-0.1443026736963771,2,14,3,-0.0474888983945373,4,0
0.0,0.0953174592081593,0,4,1.4257823146277957,0.7192613707158758,0,1.3322676295501878e-15,0.9186951509304084,3,15,2,1.1148898915154426,0,1
0.0,0.0953174592081593,0,2,0.8689868124249537,1.9045168103892665,0,1.3322676295501878e-15,0.7208013196481172,0,16,2,0.6798949490458874,1,0
0.0,0.0953174592081593,0,6,-0.3288905830248626,-0.5652157946131454,0,1.3322676295501878e-15,0.0929342685032497,2,17,2,-0.2559434452259227,3,0
0.0,0.0953174592081593,1,2,-0.3620451954595334,0.4835109561891964,0,1.3322676295501878e-15,0.0686796708411214,1,18,2,-0.2818453942746527,0,1
0.0,0.0953174592081593,1,4,-0.4581816042160795,-0.3680879998254536,0,1.3322676295501878e-15,-0.0050771961021073,2,19,2,-0.3569516970928977,1,0
0.0,0.0953174592081593,1,5,-0.2357001944744733,-0.4134873720454214,0,1.3322676295501878e-15,0.1581887158707023,1,20,3,0.4050257965564578,3,1
0.0,0.0953174592081593,1,4,0.0340479935638833,-0.0839925678724338,0,1.3322676295501878e-15,0.3265812702216411,0,21,3,0.7211358326633897,3,0
0.0,0.0953174592081593,1,2,-1.6378645842000363,-0.989193903384468,0,1.3322676295501878e-15,-2.531422495296328,1,22,1,-1.3190217427075652,0,1
0.0,0.0953174592081593,0,5,-1.6209345494154337,-1.0530893044737677,0,1.3322676295501878e-15,-2.384401109312874,2,23,3,-1.2182899526291662,2,0
0.0,0.0953174592081593,1,2,-0.0166006366318148,0.8822647962614115,0,1.3322676295501878e-15,0.2969997928335369,0,24,2,-0.0119677903802486,1,1
0.0,0.0953174592081593,1,4,1.6600600753886303,0.8544772170211768,0,1.3322676295501878e-15,0.9917570439396716,2,25,1,-0.0307744940398855,1,0
0.0,0.0953174592081593,0,7,-0.6992637421085066,-0.7650097644146552,0,1.3322676295501878e-15,-0.2173789456248502,2,26,2,-0.5452964489597143,4,0
0.0,0.0953174592081593,1,2,0.8921452816620131,1.9312491131640144,0,1.3322676295501878e-15,0.7298398269218784,1,27,3,1.726715023747296,0,0
0.0,0.0953174592081593,0,4,1.1085265325175957,0.5361538963488411,0,1.3322676295501878e-15,0.810651726150332,3,28,2,0.8670346912827281,0,0
0.0,0.0953174592081593,1,4,1.2463382604956184,0.615693368507137,0,1.3322676295501878e-15,0.8589881808012085,3,29,1,-0.1923840044937105,0,1
0.0,0.0953174592081593,0,5,-0.4205612688684277,-0.4988429654808679,0,1.3322676295501878e-15,0.0244202901804731,0,30,2,-0.3275609143989033,4,1
0.0,0.0953174592081593,1,5,0.4062295064625051,-0.1170902492495889,0,1.3322676295501878e-15,0.5211696475282743,1,31,3,1.157284495370947,3,0
0.0,0.0953174592081593,0,7,0.7986703519703096,-0.2709821974722529,0,1.3322676295501878e-15,0.6928591439241083,2,32,2,0.6249604092568292,4,0
0.0,0.0953174592081593,0,6,-0.5719818340838091,-0.6587508905454346,0,1.3322676295501878e-15,-0.0998474466511031,1,33,3,0.0109471485698034,4,0
0.0,0.0953174592081593,1,3,-0.7762961302528836,-0.3660165764363864,0,1.3322676295501878e-15,-0.2956576907353844,2,34,3,-0.2284828176103022,0,0
0.0,0.0953174592081593,0,3,-0.2204306477652193,0.0617481498007105,0,1.3322676295501878e-15,0.1684959233754918,1,35,3,0.4229197331078033,1,1
0.0,0.0953174592081593,0,7,0.1707262663483324,-0.4780818889887036,0,1.3322676295501878e-15,0.4023965231627117,3,36,2,0.1343808332391345,3,1
0.0,0.0953174592081593,1,2,1.6647327456748438,2.8230628939693254,0,1.3322676295501878e-15,0.9931626151872038,1,37,3,2.6320877453246947,0,0
0.0,0.0953174592081593,0,5,-1.496401849281841,-0.9955890299737458,0,1.3322676295501878e-15,-1.6825524477800788,3,38,1,-1.263763057971541,1,1
0.0,0.0953174592081593,1,3,-0.3014609926210972,-0.0006085252873875,0,1.3322676295501878e-15,0.1125760365160865,0,39,2,-0.2345141537671304,2,1
0.0,0.0953174592081593,0,8,-1.5698356798026862,-1.0592027055435107,0,1.3322676295501878e-15,-2.037042440781096,3,40,3,-1.1584086772968845,4,0
0.0,0.0953174592081593,1,6,1.1726960290682862,0.012555092660441,0,1.3322676295501878e-15,0.8334423517277882,3,41,1,-0.2211503990643619,2,0
0.0,0.0953174592081593,0,6,1.4258314029743837,0.1099549019050002,0,1.3322676295501878e-15,0.9187110178654744,3,42,1,-0.1222697445209477,2,1
0.0,0.0953174592081593,1,3,-0.1702876569511516,0.1003355480365149,0,1.3322676295501878e-15,0.2016327908140647,2,43,1,-0.7457515398120422,0,1
0.0,0.0953174592081593,1,8,-1.0387186115994131,-0.9059328355586906,0,1.3322676295501878e-15,-0.6186819096073152,3,44,1,-1.0849811776786047,4,0
0.0,0.0953174592081593,1,4,-0.1208746358587122,-0.1734077747669704,0,1.3322676295501878e-15,0.2332724544671027,3,45,3,0.5395865205560777,0,1
0.0,0.0953174592081593,0,2,-0.1129754951562769,0.7710172923103894,0,1.3322676295501878e-15,0.2382410945897997,1,46,2,-0.0872603814186141,0,1
0.0,0.0953174592081593,1,5,1.3531106852679398,0.3201116073054333,0,1.3322676295501878e-15,0.8949320254633971,0,47,1,-0.1506761740717518,4,1
0.0,0.0953174592081593,1,1,-0.7041736496268642,1.285884628830178,1,1.3322676295501878e-15,-0.2221939575352728,0,48,3,-0.1439645855487374,0,0
0.0,0.0953174592081593,1,7,1.1260743034609308,-0.1630024284012316,0,1.3322676295501878e-15,0.8169345132128402,2,49,1,-0.239361946004099,4,1
0.0,0.0953174592081593,1,3,0.6516005569860505,0.7328173226898745,0,1.3322676295501878e-15,0.6318339105232407,1,50,1,-0.4247025955195878,1,0
0.0,0.0953174592081593,0,6,-1.1263645862848086,-0.8720627381929377,0,1.3322676295501878e-15,-0.7540379644490999,2,51,3,-0.6387178337595654,3,1
0.0,0.0953174592081593,1,5,1.5182984506836092,0.3963834768244979,0,1.3322676295501878e-15,0.9481719719848932,3,52,1,-0.0861499321845766,1,1
0.0,0.0953174592081593,0,3,0.2560141533273933,0.4283949129607031,0,1.3322676295501878e-15,0.447014991802303,1,53,2,0.2010117584945095,1,0
0.0,0.0953174592081593,1,5,0.213772796091254,-0.2059529629291821,0,1.3322676295501878e-15,0.4251588920769175,1,54,2,0.1680108152611779,3,1
0.0,0.0953174592081593,1,3,1.1013645682029654,1.0789319586778574,0,1.3322676295501878e-15,0.808076364241398,0,55,3,1.971893005121995,2,0
0.0,0.0953174592081593,1,5,-0.8336834296972035,-0.6895931670280427,0,1.3322676295501878e-15,-0.3581199638817722,2,56,2,-0.6503114572313138,2,0
0.0,0.0953174592081593,1,5,-0.3532691828163919,-0.4677723035943085,0,1.3322676295501878e-15,0.0751558705660525,3,57,3,0.2672501272550769,1,1
0.0,0.0953174592081593,1,3,-0.6019933763536351,-0.2318823800290052,0,1.3322676295501878e-15,-0.1263712673919481,2,58,3,-0.0242225027243524,0,1
0.0,0.0953174592081593,0,8,0.8414063227001003,-0.3633660052172198,0,1.3322676295501878e-15,0.7099319974304673,3,59,1,-0.3505599813905906,4,1
0.0,0.0953174592081593,0,3,0.882406290042492,0.910433228561548,0,1.3322676295501878e-15,0.7260484999044806,0,60,2,0.6903788787312354,2,0
0.0,0.0953174592081593,0,3,0.840802357426782,0.8784170386623291,0,1.3322676295501878e-15,0.709692684559327,0,61,1,-0.3507959044882821,2,0
0.0,0.0953174592081593,0,5,-1.178194830264631,-0.8486638374604939,0,1.3322676295501878e-15,-0.8433836212787161,1,62,1,-1.139463882256959,3,0
0.0,0.0953174592081593,1,2,0.8673427601324599,1.9026190466290376,0,1.3322676295501878e-15,0.7201566255303464,0,63,3,1.6976496719713832,1,0
0.0,0.0953174592081593,0,4,0.7288558164864655,0.3170229937024849,0,1.3322676295501878e-15,0.6643423820481259,1,64,1,-0.3945248668661593,2,0
0.0,0.0953174592081593,1,5,-1.3588564393302942,-0.9320804188222358,0,1.3322676295501878e-15,-1.2347939609822238,2,65,2,-1.0606014150490506,2,0
0.0,0.0953174592081593,1,6,1.667161717415086,0.2028124359143462,0,1.3322676295501878e-15,0.9938925064446212,2,66,3,2.6349341864818885,3,0
0.0,0.0953174592081593,0,2,-1.61371346010174,-0.9613157584545338,0,1.3322676295501878e-15,-2.3275824516078454,1,67,1,-1.3095877433342311,0,0
0.0,0.0953174592081593,1,2,-1.5395902110239987,-0.8757537501580901,0,1.3322676295501878e-15,-1.8759686477201007,1,68,2,-1.2017991731293016,0,1
0.0,0.0953174592081593,0,3,1.0114390036782026,1.0097299921903895,0,1.3322676295501878e-15,0.7751775490893104,0,69,1,-0.2841412010777165,2,0
0.0,0.0953174592081593,0,3,0.6355784741834021,0.7204875737132864,0,1.3322676295501878e-15,0.6249609886354227,2,70,1,-0.4309611994050422,0,1
